Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,
Data,2,record,timestamp,"1061093296",s,position_lat,"433155011",semicircles,position_long,"1672014505",semicircles,distance,"5718.0",m,heart_rate,"145",bpm,altitude,"613.4000000000001",m,cadence,"41",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"613.4000000000001",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093297",s,distance,"5718.0",m,heart_rate,"145",bpm,altitude,"613.4000000000001",m,cadence,"41",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"613.4000000000001",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093298",s,distance,"5718.0",m,heart_rate,"147",bpm,altitude,"613.4000000000001",m,cadence,"41",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"613.4000000000001",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093299",s,position_lat,"433155202",semicircles,position_long,"1672014657",semicircles,distance,"5722.0",m,heart_rate,"146",bpm,altitude,"613.4000000000001",m,cadence,"41",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"613.4000000000001",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093300",s,distance,"5722.0",m,heart_rate,"146",bpm,altitude,"613.4000000000001",m,cadence,"41",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"613.4000000000001",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093301",s,distance,"5722.0",m,heart_rate,"147",bpm,altitude,"613.5999999999999",m,cadence,"41",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"613.5999999999999",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093302",s,position_lat,"433155355",semicircles,position_long,"1672015116",semicircles,distance,"5722.0",m,heart_rate,"146",bpm,altitude,"613.5999999999999",m,cadence,"78",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"613.5999999999999",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093303",s,distance,"5725.0",m,heart_rate,"146",bpm,altitude,"613.8",m,cadence,"41",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"613.8",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093304",s,distance,"5725.0",m,heart_rate,"146",bpm,altitude,"613.8",m,cadence,"42",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"613.8",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093305",s,distance,"5725.0",m,heart_rate,"146",bpm,altitude,"614.0",m,cadence,"43",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"614.0",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093306",s,position_lat,"433155240",semicircles,position_long,"1672015421",semicircles,distance,"5725.0",m,heart_rate,"146",bpm,altitude,"614.2",m,cadence,"44",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"614.2",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093307",s,distance,"5727.0",m,heart_rate,"147",bpm,altitude,"614.2",m,cadence,"44",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"614.2",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093308",s,distance,"5727.0",m,heart_rate,"147",bpm,altitude,"614.2",m,cadence,"44",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"614.2",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093309",s,distance,"5730.0",m,heart_rate,"148",bpm,altitude,"614.2",m,cadence,"44",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"614.2",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093310",s,position_lat,"433155316",semicircles,position_long,"1672015726",semicircles,distance,"5730.0",m,heart_rate,"149",bpm,altitude,"614.5999999999999",m,cadence,"44",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"614.5999999999999",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093311",s,distance,"5730.0",m,heart_rate,"148",bpm,altitude,"614.8",m,cadence,"44",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"614.8",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093312",s,position_lat,"433155469",semicircles,position_long,"1672016032",semicircles,distance,"5732.0",m,heart_rate,"148",bpm,altitude,"615.0",m,cadence,"44",rpm,speed,"0.94",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"615.0",m,enhanced_speed,"0.94",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093313",s,distance,"5732.0",m,heart_rate,"149",bpm,altitude,"615.0",m,cadence,"44",rpm,speed,"0.94",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"615.0",m,enhanced_speed,"0.94",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093314",s,distance,"5732.0",m,heart_rate,"149",bpm,altitude,"615.2",m,cadence,"44",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"615.2",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093315",s,position_lat,"433155469",semicircles,position_long,"1672016337",semicircles,distance,"5732.0",m,heart_rate,"149",bpm,altitude,"615.2",m,cadence,"44",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"615.2",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093316",s,distance,"5734.0",m,heart_rate,"149",bpm,altitude,"615.2",m,cadence,"44",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"615.2",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093317",s,distance,"5737.0",m,heart_rate,"150",bpm,altitude,"615.4000000000001",m,cadence,"44",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"615.4000000000001",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093318",s,distance,"5737.0",m,heart_rate,"150",bpm,altitude,"615.5999999999999",m,cadence,"44",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"615.5999999999999",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093319",s,position_lat,"433155431",semicircles,position_long,"1672016643",semicircles,distance,"5737.0",m,heart_rate,"149",bpm,altitude,"616.0",m,cadence,"43",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"616.0",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093320",s,position_lat,"433155469",semicircles,position_long,"1672016948",semicircles,distance,"5737.0",m,heart_rate,"149",bpm,altitude,"616.0",m,cadence,"43",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"616.0",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093321",s,distance,"5737.0",m,heart_rate,"150",bpm,altitude,"616.0",m,cadence,"43",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"616.0",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093322",s,distance,"5737.0",m,heart_rate,"150",bpm,altitude,"616.2",m,cadence,"43",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"616.2",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061093323",s,distance,"5739.0",m,altitude,"616.5999999999999",m,cadence,"43",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"616.5999999999999",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093324",s,distance,"5739.0",m,heart_rate,"149",bpm,altitude,"616.5999999999999",m,cadence,"43",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"616.5999999999999",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061093325",s,distance,"5739.0",m,altitude,"616.5999999999999",m,cadence,"43",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"616.5999999999999",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093326",s,position_lat,"433155431",semicircles,position_long,"1672017254",semicircles,distance,"5742.0",m,heart_rate,"149",bpm,altitude,"616.5999999999999",m,cadence,"43",rpm,speed,"0.88",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"616.5999999999999",m,enhanced_speed,"0.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061093327",s,distance,"5742.0",m,altitude,"616.8",m,cadence,"43",rpm,speed,"0.88",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"616.8",m,enhanced_speed,"0.88",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093328",s,distance,"5742.0",m,heart_rate,"149",bpm,altitude,"616.8",m,cadence,"43",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"616.8",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,4,record,timestamp,"1061093329",s,position_lat,"433155545",semicircles,position_long,"1672017559",semicircles,distance,"5742.0",m,altitude,"616.8",m,cadence,"43",rpm,speed,"0.86",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"616.8",m,enhanced_speed,"0.86",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093330",s,distance,"5745.0",m,heart_rate,"148",bpm,altitude,"616.8",m,cadence,"43",rpm,speed,"0.9",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"616.8",m,enhanced_speed,"0.9",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1061093331",s,distance,"5745.0",m,altitude,"617.2",m,cadence,"43",rpm,speed,"0.9",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"617.2",m,enhanced_speed,"0.9",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093332",s,distance,"5747.0",m,heart_rate,"148",bpm,altitude,"617.4000000000001",m,cadence,"43",rpm,speed,"0.9",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"617.4000000000001",m,enhanced_speed,"0.9",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,4,record,timestamp,"1061093333",s,position_lat,"433155507",semicircles,position_long,"1672018017",semicircles,distance,"5747.0",m,altitude,"617.4000000000001",m,cadence,"43",rpm,speed,"0.9",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"617.4000000000001",m,enhanced_speed,"0.9",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093334",s,distance,"5750.0",m,heart_rate,"148",bpm,altitude,"617.4000000000001",m,cadence,"43",rpm,speed,"0.9",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"617.4000000000001",m,enhanced_speed,"0.9",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,4,record,timestamp,"1061093335",s,position_lat,"433155507",semicircles,position_long,"1672018322",semicircles,distance,"5750.0",m,altitude,"617.2",m,cadence,"43",rpm,speed,"0.9",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"617.2",m,enhanced_speed,"0.9",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093336",s,distance,"5752.0",m,heart_rate,"147",bpm,altitude,"617.2",m,cadence,"42",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"617.2",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,4,record,timestamp,"1061093337",s,position_lat,"433155507",semicircles,position_long,"1672018628",semicircles,distance,"5752.0",m,altitude,"617.4000000000001",m,cadence,"42",rpm,speed,"0.92",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"617.4000000000001",m,enhanced_speed,"0.92",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093338",s,distance,"5754.0",m,heart_rate,"149",bpm,altitude,"617.4000000000001",m,cadence,"42",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"617.4000000000001",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,4,record,timestamp,"1061093339",s,position_lat,"433155545",semicircles,position_long,"1672018933",semicircles,distance,"5754.0",m,altitude,"617.4000000000001",m,cadence,"42",rpm,speed,"0.96",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"617.4000000000001",m,enhanced_speed,"0.96",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093340",s,distance,"5758.0",m,heart_rate,"149",bpm,altitude,"617.4000000000001",m,cadence,"42",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"617.4000000000001",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,4,record,timestamp,"1061093341",s,position_lat,"433155469",semicircles,position_long,"1672019239",semicircles,distance,"5758.0",m,altitude,"617.4000000000001",m,cadence,"42",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"617.4000000000001",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093342",s,distance,"5761.0",m,heart_rate,"149",bpm,altitude,"617.4000000000001",m,cadence,"42",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"0.12",m/s,enhanced_altitude,"617.4000000000001",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,4,record,timestamp,"1061093343",s,position_lat,"433155125",semicircles,position_long,"1672019239",semicircles,distance,"5761.0",m,altitude,"617.2",m,cadence,"42",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"617.2",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093344",s,distance,"5763.0",m,heart_rate,"149",bpm,altitude,"617.2",m,cadence,"42",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"617.2",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093345",s,position_lat,"433154820",semicircles,position_long,"1672019391",semicircles,distance,"5763.0",m,heart_rate,"149",bpm,altitude,"617.5999999999999",m,cadence,"42",rpm,speed,"1.02",m/s,temperature,"29",C,vertical_speed,"0.1",m/s,enhanced_altitude,"617.5999999999999",m,enhanced_speed,"1.02",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093346",s,distance,"5763.0",m,heart_rate,"148",bpm,altitude,"617.5999999999999",m,cadence,"42",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"617.5999999999999",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093347",s,position_lat,"433154629",semicircles,position_long,"1672019544",semicircles,distance,"5766.0",m,heart_rate,"149",bpm,altitude,"617.5999999999999",m,cadence,"42",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"617.5999999999999",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093348",s,distance,"5766.0",m,heart_rate,"149",bpm,altitude,"617.8",m,cadence,"42",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"617.8",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093349",s,distance,"5766.0",m,heart_rate,"148",bpm,altitude,"617.8",m,cadence,"42",rpm,speed,"1.04",m/s,temperature,"29",C,vertical_speed,"0.08",m/s,enhanced_altitude,"617.8",m,enhanced_speed,"1.04",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093350",s,position_lat,"433154400",semicircles,position_long,"1672019850",semicircles,distance,"5766.0",m,heart_rate,"149",bpm,altitude,"617.8",m,cadence,"42",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"617.8",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093351",s,distance,"5766.0",m,heart_rate,"148",bpm,altitude,"618.0",m,cadence,"42",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"618.0",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093352",s,distance,"5769.0",m,heart_rate,"149",bpm,altitude,"618.2",m,cadence,"42",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093353",s,distance,"5769.0",m,heart_rate,"149",bpm,altitude,"618.2",m,cadence,"42",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093354",s,distance,"5769.0",m,heart_rate,"149",bpm,altitude,"618.2",m,cadence,"42",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"0.06",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093355",s,position_lat,"433154171",semicircles,position_long,"1672020155",semicircles,distance,"5772.0",m,heart_rate,"149",bpm,altitude,"618.2",m,cadence,"42",rpm,speed,"0.98",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"618.2",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093356",s,distance,"5772.0",m,heart_rate,"149",bpm,altitude,"618.5999999999999",m,cadence,"42",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"618.5999999999999",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093357",s,distance,"5775.0",m,heart_rate,"149",bpm,altitude,"618.5999999999999",m,cadence,"42",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"618.5999999999999",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1061093358",s,position_lat,"433153904",semicircles,position_long,"1672020155",semicircles,distance,"5775.0",m,heart_rate,"150",bpm,altitude,"618.5999999999999",m,cadence,"42",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"618.5999999999999",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1061093359",s,distance,"5778.0",m,heart_rate,"151",bpm,altitude,"618.8",m,cadence,"42",rpm,speed,"1.0",m/s,temperature,"29",C,vertical_speed,"0.04",m/s,enhanced_altitude,"618.8",m,enhanced_speed,"1.0",m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
